Дата;Магазин;Город;Товар;Категория;Количество. кг;Стоимость. руб.
01.03.2012;Провиант;Владимир;Яблоки;Фрукты;1.9;131.1
16.05.2010;Алтын;Ковров;Томаты;Овощи;15.9;1272
23.12.2012;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;2.4;165.6
02.11.2011;Авоська;Владимир;Яблоки;Фрукты;3.3;227.7
13.01.2015;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;2.1;102.9
17.06.2015;Росвкус;Владимир;Огурцы;Овощи;2.6;127.4
05.10.2013;Полтинник;Гусь-Хрустальный;Картофель;Овощи;8.5;297.5
18.07.2011;Алтын;Ковров;Огурцы;Овощи;4.2;205.8
13.06.2015;Сельпо;Ковров;Картофель;Овощи;5.3;185.5
12.08.2010;Копеечка;Ковров;Баклажаны;Овощи;12;1584
05.10.2010;Провиант;Владимир;Груши;Фрукты;15;1170
03.03.2010;Деревенский;Гусь-Хрустальный;Картофель;Овощи;14.1;493.5
17.05.2015;Копеечка;Ковров;Апельсины;Фрукты;16.8;1075.2
26.10.2011;Сельпо;Ковров;Бананы;Фрукты;12.5;700
02.02.2015;Росвкус;Владимир;Груши;Фрукты;3.7;288.6
21.03.2014;Деревенский;Гусь-Хрустальный;Капуста;Овощи;17.4;469.8
28.04.2011;Копеечка;Ковров;Капуста;Овощи;12.8;345.6
02.01.2010;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;6.4;313.6
21.06.2011;Провиант;Владимир;Томаты;Овощи;2.9;232
18.04.2015;Деревенский;Гусь-Хрустальный;Груши;Фрукты;12;936
21.04.2012;Алтын;Ковров;Бананы;Фрукты;1.1;61.6
03.05.2012;Полтинник;Гусь-Хрустальный;Апельсины;Фрукты;3.5;224
20.03.2012;Первый продуктовый;Гусь-Хрустальный;Капуста;Овощи;2.6;70.2
14.12.2010;Первый продуктовый;Гусь-Хрустальный;Виноград;Фрукты;15.4;1894.2
18.01.2012;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;12.7;876.3
16.09.2014;Авоська;Владимир;Апельсины;Фрукты;13.1;838.4
01.01.2012;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;14.3;700.7
18.09.2011;Копеечка;Ковров;Баклажаны;Овощи;11.9;1570.8
01.12.2011;Сельпо;Ковров;Огурцы;Овощи;10.7;524.3
28.03.2010;Копеечка;Ковров;Томаты;Овощи;9.8;784
12.09.2011;Провиант;Владимир;Огурцы;Овощи;19.2;940.8
12.10.2012;Полтинник;Гусь-Хрустальный;Картофель;Овощи;3.2;112
19.10.2013;Провиант;Владимир;Груши;Фрукты;7.7;600.6
19.06.2010;Сельпо;Ковров;Картофель;Овощи;18.8;658
13.04.2014;Росвкус;Владимир;Баклажаны;Овощи;8;1056
09.05.2012;Сельпо;Ковров;Груши;Фрукты;18.4;1435.2
30.01.2015;Росвкус;Владимир;Томаты;Овощи;9.8;784
12.07.2010;Провиант;Владимир;Бананы;Фрукты;12;672
12.04.2010;Первый продуктовый;Гусь-Хрустальный;Картофель;Овощи;16.8;588
06.02.2013;Авоська;Владимир;Апельсины;Фрукты;12.5;800
22.05.2015;Деревенский;Гусь-Хрустальный;Капуста;Овощи;3.9;105.3
05.11.2012;Росвкус;Владимир;Капуста;Овощи;10.3;278.1
11.11.2013;Копеечка;Ковров;Виноград;Фрукты;2.3;282.9
18.08.2011;Авоська;Владимир;Картофель;Овощи;7.2;252
25.12.2013;Провиант;Владимир;Яблоки;Фрукты;15.5;1069.5
02.03.2014;Авоська;Владимир;Огурцы;Овощи;13.3;651.7
18.06.2010;Алтын;Ковров;Томаты;Овощи;9.7;776
02.11.2014;Авоська;Владимир;Виноград;Фрукты;15.2;1869.6
23.03.2013;Копеечка;Ковров;Апельсины;Фрукты;13.3;851.2
15.10.2014;Первый продуктовый;Гусь-Хрустальный;Томаты;Овощи;2.4;192
17.07.2013;Авоська;Владимир;Апельсины;Фрукты;15.4;985.6
21.10.2011;Авоська;Владимир;Огурцы;Овощи;14;686
24.03.2015;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;18.1;2389.2
07.01.2011;Авоська;Владимир;Томаты;Овощи;10.8;864
19.10.2014;Первый продуктовый;Гусь-Хрустальный;Апельсины;Фрукты;18.8;1203.2
12.03.2014;Алтын;Ковров;Баклажаны;Овощи;4.4;580.8
13.09.2011;Алтын;Ковров;Огурцы;Овощи;2.1;102.9
01.06.2013;Росвкус;Владимир;Капуста;Овощи;13.6;367.2
27.02.2014;Сельпо;Ковров;Огурцы;Овощи;3.9;191.1
25.10.2013;Деревенский;Гусь-Хрустальный;Томаты;Овощи;11.3;904
04.08.2014;Провиант;Владимир;Томаты;Овощи;14.9;1192
25.10.2013;Сельпо;Ковров;Груши;Фрукты;5.3;413.4
26.01.2012;Полтинник;Гусь-Хрустальный;Груши;Фрукты;9.6;748.8
29.12.2012;Копеечка;Ковров;Виноград;Фрукты;10.2;1254.6
17.01.2015;Провиант;Владимир;Апельсины;Фрукты;11.5;736
05.11.2013;Авоська;Владимир;Картофель;Овощи;10.1;353.5
26.04.2012;Сельпо;Ковров;Баклажаны;Овощи;2.1;277.2
17.02.2013;Полтинник;Гусь-Хрустальный;Капуста;Овощи;17.9;483.3
16.03.2013;Копеечка;Ковров;Огурцы;Овощи;14.4;705.6
05.06.2011;Сельпо;Ковров;Капуста;Овощи;19.5;526.5
09.10.2010;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;3.1;151.9
15.06.2011;Алтын;Ковров;Баклажаны;Овощи;19.2;2534.4
01.10.2012;Авоська;Владимир;Огурцы;Овощи;18.9;926.1
23.04.2014;Авоська;Владимир;Огурцы;Овощи;13.8;676.2
04.09.2010;Копеечка;Ковров;Томаты;Овощи;17.3;1384
18.08.2011;Копеечка;Ковров;Бананы;Фрукты;9.6;537.6
03.03.2014;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;10.2;499.8
04.09.2013;Копеечка;Ковров;Виноград;Фрукты;11.6;1426.8
20.07.2011;Авоська;Владимир;Бананы;Фрукты;12.8;716.8
16.03.2014;Алтын;Ковров;Груши;Фрукты;7.2;561.6
15.09.2013;Копеечка;Ковров;Яблоки;Фрукты;15.7;1083.3
21.03.2015;Полтинник;Гусь-Хрустальный;Картофель;Овощи;5.5;192.5
29.03.2011;Провиант;Владимир;Томаты;Овощи;18.8;1504
02.02.2013;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;6.6;369.6
20.05.2010;Сельпо;Ковров;Виноград;Фрукты;11.6;1426.8
01.05.2015;Авоська;Владимир;Виноград;Фрукты;17.6;2164.8
28.02.2012;Копеечка;Ковров;Груши;Фрукты;16.1;1255.8
13.05.2010;Авоська;Владимир;Капуста;Овощи;2.3;62.1
14.06.2015;Деревенский;Гусь-Хрустальный;Груши;Фрукты;17.5;1365
13.12.2013;Алтын;Ковров;Груши;Фрукты;11.3;881.4
19.03.2015;Авоська;Владимир;Томаты;Овощи;17.5;1400
30.05.2011;Алтын;Ковров;Груши;Фрукты;18.7;1458.6
13.05.2015;Алтын;Ковров;Груши;Фрукты;11.2;873.6
26.08.2014;Росвкус;Владимир;Виноград;Фрукты;18.5;2275.5
05.03.2014;Провиант;Владимир;Огурцы;Овощи;0.5;24.5
24.05.2015;Полтинник;Гусь-Хрустальный;Картофель;Овощи;16.6;581
13.01.2012;Полтинник;Гусь-Хрустальный;Томаты;Овощи;5;400
30.09.2010;Алтын;Ковров;Яблоки;Фрукты;6.4;441.6
07.07.2014;Сельпо;Ковров;Баклажаны;Овощи;14.1;1861.2
09.08.2013;Авоська;Владимир;Груши;Фрукты;0.5;39
08.03.2011;Копеечка;Ковров;Картофель;Овощи;12;420
16.07.2012;Копеечка;Ковров;Виноград;Фрукты;19.3;2373.9
04.11.2012;Копеечка;Ковров;Бананы;Фрукты;8.9;498.4
01.11.2010;Первый продуктовый;Гусь-Хрустальный;Огурцы;Овощи;7.9;387.1
13.06.2010;Авоська;Владимир;Груши;Фрукты;5;390
04.11.2010;Сельпо;Ковров;Баклажаны;Овощи;11.8;1557.6
18.02.2010;Копеечка;Ковров;Виноград;Фрукты;11.8;1451.4
15.04.2011;Авоська;Владимир;Бананы;Фрукты;6.6;369.6
21.11.2014;Алтын;Ковров;Яблоки;Фрукты;8.7;600.3
11.05.2010;Провиант;Владимир;Томаты;Овощи;3.7;296
30.12.2010;Деревенский;Гусь-Хрустальный;Груши;Фрукты;1.4;109.2
06.09.2011;Копеечка;Ковров;Огурцы;Овощи;2.6;127.4
02.06.2015;Копеечка;Ковров;Груши;Фрукты;10.4;811.2
14.07.2012;Росвкус;Владимир;Виноград;Фрукты;19.8;2435.4
09.04.2015;Росвкус;Владимир;Томаты;Овощи;4;320
04.04.2015;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;12.5;862.5
30.04.2010;Деревенский;Гусь-Хрустальный;Картофель;Овощи;0.9;31.5
21.07.2011;Копеечка;Ковров;Виноград;Фрукты;14.6;1795.8
06.11.2012;Авоська;Владимир;Томаты;Овощи;12.1;968
03.09.2012;Алтын;Ковров;Баклажаны;Овощи;18.7;2468.4
11.02.2011;Сельпо;Ковров;Яблоки;Фрукты;15.3;1055.7
08.06.2012;Копеечка;Ковров;Виноград;Фрукты;5.5;676.5
08.11.2011;Авоська;Владимир;Баклажаны;Овощи;19.9;2626.8
11.07.2014;Первый продуктовый;Гусь-Хрустальный;Виноград;Фрукты;9.3;1143.9
27.12.2013;Алтын;Ковров;Яблоки;Фрукты;4.7;324.3
02.07.2014;Росвкус;Владимир;Груши;Фрукты;10.3;803.4
09.08.2011;Деревенский;Гусь-Хрустальный;Груши;Фрукты;7;546
28.04.2014;Авоська;Владимир;Баклажаны;Овощи;1.2;158.4
20.05.2011;Авоська;Владимир;Виноград;Фрукты;5.6;688.8
19.12.2010;Провиант;Владимир;Груши;Фрукты;1.4;109.2
10.08.2014;Деревенский;Гусь-Хрустальный;Томаты;Овощи;14.1;1128
13.12.2010;Первый продуктовый;Гусь-Хрустальный;Капуста;Овощи;12.8;345.6
26.07.2014;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;12.6;617.4
31.03.2015;Сельпо;Ковров;Бананы;Фрукты;1.5;84
26.07.2014;Росвкус;Владимир;Огурцы;Овощи;8.2;401.8
22.11.2012;Деревенский;Гусь-Хрустальный;Картофель;Овощи;3.8;133
23.05.2010;Провиант;Владимир;Картофель;Овощи;7.9;276.5
26.06.2011;Копеечка;Ковров;Баклажаны;Овощи;8;1056
13.01.2010;Алтын;Ковров;Виноград;Фрукты;2.6;319.8
18.04.2015;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;17.2;1186.8
16.01.2011;Полтинник;Гусь-Хрустальный;Виноград;Фрукты;12.2;1500.6
30.05.2010;Сельпо;Ковров;Томаты;Овощи;17.2;1376
17.01.2013;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;4.2;289.8
03.02.2015;Росвкус;Владимир;Яблоки;Фрукты;1.6;110.4
02.06.2011;Сельпо;Ковров;Виноград;Фрукты;7.1;873.3
01.02.2011;Авоська;Владимир;Капуста;Овощи;9;243
29.05.2011;Деревенский;Гусь-Хрустальный;Бананы;Фрукты;10.6;593.6
11.03.2010;Сельпо;Ковров;Томаты;Овощи;14.8;1184
19.03.2012;Провиант;Владимир;Груши;Фрукты;17.5;1365
30.10.2014;Росвкус;Владимир;Баклажаны;Овощи;14.4;1900.8
19.01.2010;Алтын;Ковров;Яблоки;Фрукты;10.5;724.5
26.11.2011;Авоська;Владимир;Капуста;Овощи;15.9;429.3
05.09.2015;Провиант;Владимир;Апельсины;Фрукты;9.6;614.4
05.10.2010;Копеечка;Ковров;Баклажаны;Овощи;9.6;1267.2
10.03.2015;Первый продуктовый;Гусь-Хрустальный;Томаты;Овощи;8.4;672
29.01.2011;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;9.8;548.8
03.12.2012;Полтинник;Гусь-Хрустальный;Картофель;Овощи;3;105
29.06.2013;Алтын;Ковров;Огурцы;Овощи;19.3;945.7
29.05.2015;Авоська;Владимир;Бананы;Фрукты;5.9;330.4
25.10.2014;Провиант;Владимир;Капуста;Овощи;0.6;16.2
07.03.2011;Авоська;Владимир;Апельсины;Фрукты;10.5;672
24.09.2013;Провиант;Владимир;Бананы;Фрукты;10.4;582.4
02.02.2011;Полтинник;Гусь-Хрустальный;Капуста;Овощи;4.6;124.2
30.08.2013;Сельпо;Ковров;Огурцы;Овощи;17.5;857.5
20.02.2012;Авоська;Владимир;Виноград;Фрукты;10.7;1316.1
20.05.2010;Сельпо;Ковров;Бананы;Фрукты;6.9;386.4
30.07.2015;Провиант;Владимир;Апельсины;Фрукты;3.4;217.6
02.11.2014;Копеечка;Ковров;Огурцы;Овощи;18.9;926.1
20.09.2014;Полтинник;Гусь-Хрустальный;Груши;Фрукты;9.7;756.6
15.07.2010;Первый продуктовый;Гусь-Хрустальный;Груши;Фрукты;3;234
22.06.2012;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;6.4;358.4
18.06.2010;Деревенский;Гусь-Хрустальный;Капуста;Овощи;18.9;510.3
22.05.2013;Копеечка;Ковров;Картофель;Овощи;15.9;556.5
17.03.2014;Провиант;Владимир;Томаты;Овощи;9.7;776
10.01.2010;Сельпо;Ковров;Бананы;Фрукты;17.7;991.2
07.10.2011;Копеечка;Ковров;Огурцы;Овощи;14.9;730.1
08.09.2011;Сельпо;Ковров;Груши;Фрукты;8.8;686.4
10.03.2012;Алтын;Ковров;Яблоки;Фрукты;9.3;641.7
04.12.2010;Копеечка;Ковров;Яблоки;Фрукты;7.9;545.1
26.06.2015;Алтын;Ковров;Огурцы;Овощи;6.1;298.9
12.09.2012;Полтинник;Гусь-Хрустальный;Томаты;Овощи;19;1520
25.09.2010;Деревенский;Гусь-Хрустальный;Картофель;Овощи;19.3;675.5
17.10.2012;Первый продуктовый;Гусь-Хрустальный;Капуста;Овощи;13.7;369.9
20.03.2013;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;5.7;701.1
15.10.2010;Авоська;Владимир;Груши;Фрукты;3.8;296.4
28.10.2010;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;4.3;528.9
16.04.2010;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;9.9;683.1
22.08.2011;Сельпо;Ковров;Яблоки;Фрукты;8;552
13.02.2010;Росвкус;Владимир;Капуста;Овощи;14;378
18.09.2014;Копеечка;Ковров;Огурцы;Овощи;19.5;955.5
17.05.2014;Росвкус;Владимир;Томаты;Овощи;16.6;1328
25.09.2015;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;13.1;903.9
25.05.2010;Росвкус;Владимир;Апельсины;Фрукты;14.8;947.2
26.10.2014;Полтинник;Гусь-Хрустальный;Картофель;Овощи;1.7;59.5
11.03.2012;Провиант;Владимир;Капуста;Овощи;15.6;421.2
13.07.2014;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;17.1;2257.2
31.07.2015;Первый продуктовый;Гусь-Хрустальный;Картофель;Овощи;19.3;675.5
11.03.2011;Провиант;Владимир;Баклажаны;Овощи;6.1;805.2
28.03.2012;Сельпо;Ковров;Груши;Фрукты;4.5;351
27.04.2012;Алтын;Ковров;Огурцы;Овощи;16.1;788.9
02.04.2011;Авоська;Владимир;Груши;Фрукты;19.4;1513.2
30.06.2012;Авоська;Владимир;Огурцы;Овощи;10.1;494.9
01.08.2010;Алтын;Ковров;Бананы;Фрукты;17.6;985.6
24.11.2010;Первый продуктовый;Гусь-Хрустальный;Картофель;Овощи;15.5;542.5
16.07.2011;Копеечка;Ковров;Капуста;Овощи;12.9;348.3
03.03.2013;Провиант;Владимир;Картофель;Овощи;6.5;227.5
16.01.2012;Росвкус;Владимир;Апельсины;Фрукты;7.9;505.6
26.10.2010;Провиант;Владимир;Бананы;Фрукты;17.4;974.4
01.10.2015;Авоська;Владимир;Груши;Фрукты;5.1;397.8
25.07.2012;Провиант;Владимир;Капуста;Овощи;17.4;469.8
09.05.2010;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;14.2;1874.4
20.11.2014;Копеечка;Ковров;Огурцы;Овощи;15.9;779.1
06.06.2013;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;17.4;2296.8
26.08.2010;Первый продуктовый;Гусь-Хрустальный;Картофель;Овощи;12.7;444.5
20.01.2015;Провиант;Владимир;Груши;Фрукты;18.5;1443
22.04.2012;Сельпо;Ковров;Бананы;Фрукты;18.9;1058.4
16.04.2013;Первый продуктовый;Гусь-Хрустальный;Груши;Фрукты;15.7;1224.6
19.06.2014;Алтын;Ковров;Яблоки;Фрукты;7.9;545.1
08.05.2013;Копеечка;Ковров;Виноград;Фрукты;17.8;2189.4
17.07.2010;Алтын;Ковров;Виноград;Фрукты;11.8;1451.4
21.03.2011;Сельпо;Ковров;Картофель;Овощи;1.7;59.5
29.12.2010;Алтын;Ковров;Апельсины;Фрукты;2.7;172.8
17.09.2015;Сельпо;Ковров;Груши;Фрукты;13.3;1037.4
03.05.2014;Алтын;Ковров;Баклажаны;Овощи;4.3;567.6
17.03.2013;Росвкус;Владимир;Виноград;Фрукты;8;984
05.01.2015;Первый продуктовый;Гусь-Хрустальный;Томаты;Овощи;8.1;648
02.08.2011;Провиант;Владимир;Апельсины;Фрукты;18.7;1196.8
03.07.2010;Авоська;Владимир;Груши;Фрукты;19.2;1497.6
27.04.2012;Сельпо;Ковров;Бананы;Фрукты;16.8;940.8
29.07.2010;Первый продуктовый;Гусь-Хрустальный;Яблоки;Фрукты;2;138
26.01.2014;Авоська;Владимир;Яблоки;Фрукты;3.6;248.4
05.05.2014;Копеечка;Ковров;Баклажаны;Овощи;16.3;2151.6
16.06.2010;Росвкус;Владимир;Картофель;Овощи;8.5;297.5
30.10.2013;Сельпо;Ковров;Картофель;Овощи;3.7;129.5
20.04.2010;Первый продуктовый;Гусь-Хрустальный;Картофель;Овощи;10.8;378
26.09.2015;Авоська;Владимир;Баклажаны;Овощи;12.2;1610.4
05.11.2012;Копеечка;Ковров;Виноград;Фрукты;13.2;1623.6
29.03.2011;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;3.8;467.4
23.01.2011;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;17.3;968.8
29.12.2014;Алтын;Ковров;Картофель;Овощи;10;350
04.08.2014;Копеечка;Ковров;Огурцы;Овощи;15.2;744.8
25.09.2013;Деревенский;Гусь-Хрустальный;Капуста;Овощи;12.4;334.8
29.10.2012;Сельпо;Ковров;Груши;Фрукты;15.6;1216.8
25.01.2015;Алтын;Ковров;Яблоки;Фрукты;1.4;96.6
15.07.2011;Алтын;Ковров;Огурцы;Овощи;13.1;641.9
15.03.2013;Полтинник;Гусь-Хрустальный;Груши;Фрукты;16.1;1255.8
29.06.2015;Алтын;Ковров;Огурцы;Овощи;8.2;401.8
14.10.2014;Росвкус;Владимир;Томаты;Овощи;5.4;432
04.01.2015;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;17.9;877.1
10.01.2012;Полтинник;Гусь-Хрустальный;Виноград;Фрукты;1.3;159.9
30.09.2011;Авоська;Владимир;Яблоки;Фрукты;14.8;1021.2
28.10.2014;Провиант;Владимир;Томаты;Овощи;8.7;696
06.03.2013;Авоська;Владимир;Огурцы;Овощи;7.7;377.3
07.01.2015;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;4.7;620.4
29.09.2015;Авоська;Владимир;Апельсины;Фрукты;18;1152
06.09.2014;Деревенский;Гусь-Хрустальный;Томаты;Овощи;12.4;992
29.01.2014;Сельпо;Ковров;Томаты;Овощи;16.6;1328
26.12.2011;Росвкус;Владимир;Огурцы;Овощи;1.1;53.9
01.04.2015;Деревенский;Гусь-Хрустальный;Апельсины;Фрукты;16.5;1056
27.03.2013;Авоська;Владимир;Огурцы;Овощи;11.7;573.3
11.05.2013;Копеечка;Ковров;Томаты;Овощи;16.1;1288
16.07.2013;Полтинник;Гусь-Хрустальный;Картофель;Овощи;19.8;693
24.02.2014;Росвкус;Владимир;Капуста;Овощи;12.8;345.6
13.09.2011;Сельпо;Ковров;Груши;Фрукты;9;702
09.01.2014;Провиант;Владимир;Груши;Фрукты;17.2;1341.6
26.01.2011;Деревенский;Гусь-Хрустальный;Груши;Фрукты;2.1;163.8
22.09.2015;Алтын;Ковров;Груши;Фрукты;14.7;1146.6
20.02.2012;Провиант;Владимир;Томаты;Овощи;8.2;656
11.12.2011;Авоська;Владимир;Огурцы;Овощи;4.7;230.3
14.12.2010;Деревенский;Гусь-Хрустальный;Апельсины;Фрукты;18.6;1190.4
09.03.2013;Полтинник;Гусь-Хрустальный;Картофель;Овощи;16.7;584.5
06.09.2013;Первый продуктовый;Гусь-Хрустальный;Огурцы;Овощи;3.6;176.4
25.12.2010;Провиант;Владимир;Баклажаны;Овощи;16;2112
25.05.2015;Сельпо;Ковров;Груши;Фрукты;17.7;1380.6
17.06.2013;Копеечка;Ковров;Бананы;Фрукты;13.7;767.2
24.01.2012;Копеечка;Ковров;Огурцы;Овощи;13.9;681.1
16.08.2013;Копеечка;Ковров;Виноград;Фрукты;16.1;1980.3
22.07.2014;Провиант;Владимир;Яблоки;Фрукты;8.2;565.8
03.02.2010;Алтын;Ковров;Огурцы;Овощи;5.6;274.4
29.10.2014;Копеечка;Ковров;Томаты;Овощи;5.3;424
09.02.2013;Первый продуктовый;Гусь-Хрустальный;Картофель;Овощи;10.2;357
04.07.2014;Копеечка;Ковров;Виноград;Фрукты;11.6;1426.8
02.01.2011;Алтын;Ковров;Бананы;Фрукты;3.8;212.8
28.10.2011;Сельпо;Ковров;Баклажаны;Овощи;18.1;2389.2
28.07.2013;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;10.5;1386
10.12.2012;Авоська;Владимир;Огурцы;Овощи;12.5;612.5
05.02.2010;Провиант;Владимир;Апельсины;Фрукты;3.1;198.4
21.05.2010;Полтинник;Гусь-Хрустальный;Груши;Фрукты;3;234
10.05.2011;Полтинник;Гусь-Хрустальный;Апельсины;Фрукты;17.4;1113.6
23.06.2011;Провиант;Владимир;Капуста;Овощи;13.2;356.4
17.08.2012;Росвкус;Владимир;Яблоки;Фрукты;2.7;186.3
15.01.2014;Алтын;Ковров;Огурцы;Овощи;19.9;975.1
10.04.2012;Первый продуктовый;Гусь-Хрустальный;Груши;Фрукты;6.7;522.6
18.07.2014;Авоська;Владимир;Бананы;Фрукты;2.7;151.2
07.05.2014;Копеечка;Ковров;Апельсины;Фрукты;13.5;864
22.06.2014;Сельпо;Ковров;Бананы;Фрукты;17.4;974.4
19.08.2014;Алтын;Ковров;Виноград;Фрукты;2.9;356.7
23.04.2014;Сельпо;Ковров;Бананы;Фрукты;19.5;1092
03.08.2015;Деревенский;Гусь-Хрустальный;Груши;Фрукты;10.8;842.4
15.11.2013;Сельпо;Ковров;Томаты;Овощи;14.9;1192
08.08.2013;Алтын;Ковров;Яблоки;Фрукты;3.9;269.1
25.07.2010;Первый продуктовый;Гусь-Хрустальный;Огурцы;Овощи;1.1;53.9
28.09.2011;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;17.9;1002.4
28.10.2014;Авоська;Владимир;Груши;Фрукты;17;1326
14.03.2010;Копеечка;Ковров;Картофель;Овощи;12.9;451.5
29.09.2011;Росвкус;Владимир;Картофель;Овощи;6.9;241.5
15.12.2014;Росвкус;Владимир;Томаты;Овощи;11.5;920
22.11.2013;Авоська;Владимир;Томаты;Овощи;17.7;1416
22.03.2015;Сельпо;Ковров;Картофель;Овощи;5.1;178.5
25.07.2015;Полтинник;Гусь-Хрустальный;Капуста;Овощи;16.8;453.6
06.11.2011;Авоська;Владимир;Груши;Фрукты;1.2;93.6
08.09.2013;Алтын;Ковров;Апельсины;Фрукты;5.7;364.8
14.05.2011;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;9.9;1217.7
03.09.2015;Сельпо;Ковров;Баклажаны;Овощи;10;1320
11.09.2014;Алтын;Ковров;Бананы;Фрукты;7.3;408.8
04.12.2011;Первый продуктовый;Гусь-Хрустальный;Груши;Фрукты;2.1;163.8
12.12.2010;Деревенский;Гусь-Хрустальный;Апельсины;Фрукты;12.9;825.6
13.02.2013;Авоська;Владимир;Огурцы;Овощи;5.9;289.1
17.11.2012;Алтын;Ковров;Яблоки;Фрукты;19.3;1331.7
22.09.2011;Деревенский;Гусь-Хрустальный;Груши;Фрукты;11.9;928.2
08.02.2011;Первый продуктовый;Гусь-Хрустальный;Томаты;Овощи;9.9;792
11.06.2010;Авоська;Владимир;Капуста;Овощи;11.2;302.4
23.06.2012;Первый продуктовый;Гусь-Хрустальный;Картофель;Овощи;2.1;73.5
23.12.2012;Росвкус;Владимир;Виноград;Фрукты;6.3;774.9
01.07.2014;Сельпо;Ковров;Яблоки;Фрукты;8.7;600.3
03.11.2012;Деревенский;Гусь-Хрустальный;Томаты;Овощи;14.9;1192
02.04.2014;Провиант;Владимир;Груши;Фрукты;1.4;109.2
20.12.2012;Первый продуктовый;Гусь-Хрустальный;Апельсины;Фрукты;14.1;902.4
26.11.2010;Провиант;Владимир;Томаты;Овощи;7.1;568
22.01.2014;Первый продуктовый;Гусь-Хрустальный;Груши;Фрукты;1.5;117
11.11.2012;Первый продуктовый;Гусь-Хрустальный;Бананы;Фрукты;0.6;33.6
13.05.2013;Первый продуктовый;Гусь-Хрустальный;Капуста;Овощи;20;540
26.01.2014;Копеечка;Ковров;Апельсины;Фрукты;12.8;819.2
25.02.2013;Сельпо;Ковров;Виноград;Фрукты;4.2;516.6
23.04.2010;Сельпо;Ковров;Бананы;Фрукты;13.8;772.8
01.10.2014;Росвкус;Владимир;Яблоки;Фрукты;9.4;648.6
17.04.2012;Копеечка;Ковров;Виноград;Фрукты;5.5;676.5
19.05.2014;Авоська;Владимир;Апельсины;Фрукты;18.6;1190.4
24.02.2012;Росвкус;Владимир;Груши;Фрукты;15.7;1224.6
04.01.2014;Авоська;Владимир;Яблоки;Фрукты;10.1;696.9
28.05.2013;Росвкус;Владимир;Баклажаны;Овощи;12.1;1597.2
25.04.2012;Алтын;Ковров;Яблоки;Фрукты;11.5;793.5
05.11.2014;Полтинник;Гусь-Хрустальный;Картофель;Овощи;9.1;318.5
23.09.2012;Копеечка;Ковров;Томаты;Овощи;13.6;1088
12.09.2014;Деревенский;Гусь-Хрустальный;Картофель;Овощи;4.6;161
25.11.2014;Полтинник;Гусь-Хрустальный;Апельсины;Фрукты;10.8;691.2
16.06.2014;Копеечка;Ковров;Картофель;Овощи;4.7;164.5
01.05.2010;Полтинник;Гусь-Хрустальный;Груши;Фрукты;1.5;117
07.12.2010;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;13.4;1768.8
22.05.2010;Авоська;Владимир;Яблоки;Фрукты;18.7;1290.3
11.01.2010;Полтинник;Гусь-Хрустальный;Груши;Фрукты;13.4;1045.2
26.06.2015;Росвкус;Владимир;Капуста;Овощи;2.1;56.7
16.05.2011;Алтын;Ковров;Яблоки;Фрукты;17.7;1221.3
02.05.2012;Копеечка;Ковров;Капуста;Овощи;9.6;259.2
31.07.2014;Сельпо;Ковров;Баклажаны;Овощи;16.1;2125.2
16.07.2014;Первый продуктовый;Гусь-Хрустальный;Картофель;Овощи;10.1;353.5
21.02.2011;Авоська;Владимир;Огурцы;Овощи;18.2;891.8
06.08.2015;Полтинник;Гусь-Хрустальный;Капуста;Овощи;1.3;35.1
05.07.2011;Первый продуктовый;Гусь-Хрустальный;Бананы;Фрукты;5.2;291.2
08.05.2013;Росвкус;Владимир;Виноград;Фрукты;8.1;996.3
24.11.2013;Первый продуктовый;Гусь-Хрустальный;Апельсины;Фрукты;4.7;300.8
14.11.2013;Копеечка;Ковров;Бананы;Фрукты;18.7;1047.2
